Region,Codigo region,Poblacion,fecha,numero
Arica y Parinacota,15,252110,2020-05-13,7
Tarapacá,1,382773,2020-05-13,8
Antofagasta,2,691854,2020-05-13,38
Atacama,3,314709,2020-05-13,2
Coquimbo,4,836096,2020-05-13,0
Valparaíso,5,1960170,2020-05-13,24
Metropolitana,13,8125072,2020-05-13,490
O’Higgins,6,991063,2020-05-13,7
Maule,7,1131939,2020-05-13,6
Ñuble,16,511551,2020-05-13,5
Biobío,8,1663696,2020-05-13,14
Araucanía,9,1014343,2020-05-13,18
Los Ríos,14,405835,2020-05-13,0
Los Lagos,10,891440,2020-05-13,11
Aysén,11,107297,2020-05-13,0
Magallanes,12,178362,2020-05-13,12
Arica y Parinacota,15,252110,2020-05-14,7
Tarapacá,1,382773,2020-05-14,9
Antofagasta,2,691854,2020-05-14,39
Atacama,3,314709,2020-05-14,2
Coquimbo,4,836096,2020-05-14,0
Valparaíso,5,1960170,2020-05-14,25
Metropolitana,13,8125072,2020-05-14,509
O’Higgins,6,991063,2020-05-14,8
Maule,7,1131939,2020-05-14,6
Ñuble,16,511551,2020-05-14,5
Biobío,8,1663696,2020-05-14,11
Araucanía,9,1014343,2020-05-14,17
Los Ríos,14,405835,2020-05-14,0
Los Lagos,10,891440,2020-05-14,13
Aysén,11,107297,2020-05-14,0
Magallanes,12,178362,2020-05-14,12
Arica y Parinacota,15,252110,2020-05-15,7
Tarapacá,1,382773,2020-05-15,13
Antofagasta,2,691854,2020-05-15,41
Atacama,3,314709,2020-05-15,3
Coquimbo,4,836096,2020-05-15,2
Valparaíso,5,1960170,2020-05-15,25
Metropolitana,13,8125072,2020-05-15,551
O’Higgins,6,991063,2020-05-15,7
Maule,7,1131939,2020-05-15,6
Ñuble,16,511551,2020-05-15,5
Biobío,8,1663696,2020-05-15,12
Araucanía,9,1014343,2020-05-15,16
Los Ríos,14,405835,2020-05-15,0
Los Lagos,10,891440,2020-05-15,11
Aysén,11,107297,2020-05-15,0
Magallanes,12,178362,2020-05-15,12
Arica y Parinacota,15,252110,2020-05-16,8
Tarapacá,1,382773,2020-05-16,13
Antofagasta,2,691854,2020-05-16,45
Atacama,3,314709,2020-05-16,3
Coquimbo,4,836096,2020-05-16,1
Valparaíso,5,1960170,2020-05-16,26
Metropolitana,13,8125072,2020-05-16,581
O’Higgins,6,991063,2020-05-16,10
Maule,7,1131939,2020-05-16,8
Ñuble,16,511551,2020-05-16,5
Biobío,8,1663696,2020-05-16,14
Araucanía,9,1014343,2020-05-16,16
Los Ríos,14,405835,2020-05-16,0
Los Lagos,10,891440,2020-05-16,10
Aysén,11,107297,2020-05-16,0
Magallanes,12,178362,2020-05-16,11
Arica y Parinacota,15,252110,2020-05-17,8
Tarapacá,1,382773,2020-05-17,12
Antofagasta,2,691854,2020-05-17,49
Atacama,3,314709,2020-05-17,3
Coquimbo,4,836096,2020-05-17,1
Valparaíso,5,1960170,2020-05-17,27
Metropolitana,13,8125072,2020-05-17,595
O’Higgins,6,991063,2020-05-17,10
Maule,7,1131939,2020-05-17,8
Ñuble,16,511551,2020-05-17,5
Biobío,8,1663696,2020-05-17,14
Araucanía,9,1014343,2020-05-17,17
Los Ríos,14,405835,2020-05-17,0
Los Lagos,10,891440,2020-05-17,9
Aysén,11,107297,2020-05-17,0
Magallanes,12,178362,2020-05-17,11
Arica y Parinacota,15,252110,2020-05-18,8
Tarapacá,1,382773,2020-05-18,16
Antofagasta,2,691854,2020-05-18,47
Atacama,3,314709,2020-05-18,3
Coquimbo,4,836096,2020-05-18,1
Valparaíso,5,1960170,2020-05-18,32
Metropolitana,13,8125072,2020-05-18,620
O’Higgins,6,991063,2020-05-18,9
Maule,7,1131939,2020-05-18,8
Ñuble,16,511551,2020-05-18,5
Biobío,8,1663696,2020-05-18,17
Araucanía,9,1014343,2020-05-18,18
Los Ríos,14,405835,2020-05-18,0
Los Lagos,10,891440,2020-05-18,11
Aysén,11,107297,2020-05-18,0
Magallanes,12,178362,2020-05-18,12
Arica y Parinacota,15,252110,2020-05-19,8
Tarapacá,1,382773,2020-05-19,18
Antofagasta,2,691854,2020-05-19,50
Atacama,3,314709,2020-05-19,3
Coquimbo,4,836096,2020-05-19,1
Valparaíso,5,1960170,2020-05-19,34
Metropolitana,13,8125072,2020-05-19,682
O’Higgins,6,991063,2020-05-19,9
Maule,7,1131939,2020-05-19,8
Ñuble,16,511551,2020-05-19,7
Biobío,8,1663696,2020-05-19,18
Araucanía,9,1014343,2020-05-19,18
Los Ríos,14,405835,2020-05-19,0
Los Lagos,10,891440,2020-05-19,10
Aysén,11,107297,2020-05-19,0
Magallanes,12,178362,2020-05-19,10
Arica y Parinacota,15,252110,2020-05-20,7
Tarapacá,1,382773,2020-05-20,18
Antofagasta,2,691854,2020-05-20,50
Atacama,3,314709,2020-05-20,3
Coquimbo,4,836096,2020-05-20,0
Valparaíso,5,1960170,2020-05-20,38
Metropolitana,13,8125072,2020-05-20,705
O’Higgins,6,991063,2020-05-20,14
Maule,7,1131939,2020-05-20,8
Ñuble,16,511551,2020-05-20,7
Biobío,8,1663696,2020-05-20,19
Araucanía,9,1014343,2020-05-20,18
Los Ríos,14,405835,2020-05-20,0
Los Lagos,10,891440,2020-05-20,8
Aysén,11,107297,2020-05-20,0
Magallanes,12,178362,2020-05-20,9
Arica y Parinacota,15,252110,2020-05-21,7
Tarapacá,1,382773,2020-05-21,21
Antofagasta,2,691854,2020-05-21,50
Atacama,3,314709,2020-05-21,3
Coquimbo,4,836096,2020-05-21,1
Valparaíso,5,1960170,2020-05-21,38
Metropolitana,13,8125072,2020-05-21,730
O’Higgins,6,991063,2020-05-21,18
Maule,7,1131939,2020-05-21,10
Ñuble,16,511551,2020-05-21,8
Biobío,8,1663696,2020-05-21,23
Araucanía,9,1014343,2020-05-21,17
Los Ríos,14,405835,2020-05-21,0
Los Lagos,10,891440,2020-05-21,8
Aysén,11,107297,2020-05-21,0
Magallanes,12,178362,2020-05-21,9
Arica y Parinacota,15,252110,2020-05-22,8
Tarapacá,1,382773,2020-05-22,18
Antofagasta,2,691854,2020-05-22,44
Atacama,3,314709,2020-05-22,3
Coquimbo,4,836096,2020-05-22,3
Valparaíso,5,1960170,2020-05-22,37
Metropolitana,13,8125072,2020-05-22,771
O’Higgins,6,991063,2020-05-22,22
Maule,7,1131939,2020-05-22,16
Ñuble,16,511551,2020-05-22,9
Biobío,8,1663696,2020-05-22,21
Araucanía,9,1014343,2020-05-22,18
Los Ríos,14,405835,2020-05-22,0
Los Lagos,10,891440,2020-05-22,9
Aysén,11,107297,2020-05-22,0
Magallanes,12,178362,2020-05-22,7
Arica y Parinacota,15,252110,2020-05-23,9
Tarapacá,1,382773,2020-05-23,17
Antofagasta,2,691854,2020-05-23,44
Atacama,3,314709,2020-05-23,3
Coquimbo,4,836096,2020-05-23,3
Valparaíso,5,1960170,2020-05-23,46
Metropolitana,13,8125072,2020-05-23,832
O’Higgins,6,991063,2020-05-23,24
Maule,7,1131939,2020-05-23,15
Ñuble,16,511551,2020-05-23,10
Biobío,8,1663696,2020-05-23,23
Araucanía,9,1014343,2020-05-23,19
Los Ríos,14,405835,2020-05-23,0
Los Lagos,10,891440,2020-05-23,10
Aysén,11,107297,2020-05-23,0
Magallanes,12,178362,2020-05-23,7
Arica y Parinacota,15,252110,2020-05-24,8
Tarapacá,1,382773,2020-05-24,17
Antofagasta,2,691854,2020-05-24,46
Atacama,3,314709,2020-05-24,3
Coquimbo,4,836096,2020-05-24,4
Valparaíso,5,1960170,2020-05-24,50
Metropolitana,13,8125072,2020-05-24,851
O’Higgins,6,991063,2020-05-24,26
Maule,7,1131939,2020-05-24,18
Ñuble,16,511551,2020-05-24,9
Biobío,8,1663696,2020-05-24,22
Araucanía,9,1014343,2020-05-24,19
Los Ríos,14,405835,2020-05-24,0
Los Lagos,10,891440,2020-05-24,10
Aysén,11,107297,2020-05-24,0
Magallanes,12,178362,2020-05-24,7
Arica y Parinacota,15,252110,2020-05-25,8
Tarapacá,1,382773,2020-05-25,15
Antofagasta,2,691854,2020-05-25,47
Atacama,3,314709,2020-05-25,2
Coquimbo,4,836096,2020-05-25,6
Valparaíso,5,1960170,2020-05-25,54
Metropolitana,13,8125072,2020-05-25,884
O’Higgins,6,991063,2020-05-25,26
Maule,7,1131939,2020-05-25,22
Ñuble,16,511551,2020-05-25,12
Biobío,8,1663696,2020-05-25,23
Araucanía,9,1014343,2020-05-25,18
Los Ríos,14,405835,2020-05-25,1
Los Lagos,10,891440,2020-05-25,10
Aysén,11,107297,2020-05-25,0
Magallanes,12,178362,2020-05-25,7
Arica y Parinacota,15,252110,2020-05-26,8
Tarapacá,1,382773,2020-05-26,16
Antofagasta,2,691854,2020-05-26,49
Atacama,3,314709,2020-05-26,2
Coquimbo,4,836096,2020-05-26,6
Valparaíso,5,1960170,2020-05-26,66
Metropolitana,13,8125072,2020-05-26,927
O’Higgins,6,991063,2020-05-26,28
Maule,7,1131939,2020-05-26,25
Ñuble,16,511551,2020-05-26,12
Biobío,8,1663696,2020-05-26,26
Araucanía,9,1014343,2020-05-26,19
Los Ríos,14,405835,2020-05-26,1
Los Lagos,10,891440,2020-05-26,10
Aysén,11,107297,2020-05-26,0
Magallanes,12,178362,2020-05-26,7
Arica y Parinacota,15,252110,2020-05-27,9
Tarapacá,1,382773,2020-05-27,16
Antofagasta,2,691854,2020-05-27,48
Atacama,3,314709,2020-05-27,2
Coquimbo,4,836096,2020-05-27,9
Valparaíso,5,1960170,2020-05-27,74
Metropolitana,13,8125072,2020-05-27,959
O’Higgins,6,991063,2020-05-27,30
Maule,7,1131939,2020-05-27,29
Ñuble,16,511551,2020-05-27,12
Biobío,8,1663696,2020-05-27,26
Araucanía,9,1014343,2020-05-27,18
Los Ríos,14,405835,2020-05-27,1
Los Lagos,10,891440,2020-05-27,10
Aysén,11,107297,2020-05-27,0
Magallanes,12,178362,2020-05-27,8
Arica y Parinacota,15,252110,2020-05-28,9
Tarapacá,1,382773,2020-05-28,23
Antofagasta,2,691854,2020-05-28,48
Atacama,3,314709,2020-05-28,2
Coquimbo,4,836096,2020-05-28,9
Valparaíso,5,1960170,2020-05-28,73
Metropolitana,13,8125072,2020-05-28,977
O’Higgins,6,991063,2020-05-28,33
Maule,7,1131939,2020-05-28,33
Ñuble,16,511551,2020-05-28,12
Biobío,8,1663696,2020-05-28,29
Araucanía,9,1014343,2020-05-28,17
Los Ríos,14,405835,2020-05-28,2
Los Lagos,10,891440,2020-05-28,14
Aysén,11,107297,2020-05-28,0
Magallanes,12,178362,2020-05-28,8
Arica y Parinacota,15,252110,2020-05-29,11
Tarapacá,1,382773,2020-05-29,23
Antofagasta,2,691854,2020-05-29,54
Atacama,3,314709,2020-05-29,2
Coquimbo,4,836096,2020-05-29,12
Valparaíso,5,1960170,2020-05-29,79
Metropolitana,13,8125072,2020-05-29,1014
O’Higgins,6,991063,2020-05-29,33
Maule,7,1131939,2020-05-29,36
Ñuble,16,511551,2020-05-29,12
Biobío,8,1663696,2020-05-29,31
Araucanía,9,1014343,2020-05-29,20
Los Ríos,14,405835,2020-05-29,2
Los Lagos,10,891440,2020-05-29,14
Aysén,11,107297,2020-05-29,0
Magallanes,12,178362,2020-05-29,7
Arica y Parinacota,15,252110,2020-05-30,12
Tarapacá,1,382773,2020-05-30,23
Antofagasta,2,691854,2020-05-30,52
Atacama,3,314709,2020-05-30,2
Coquimbo,4,836096,2020-05-30,10
Valparaíso,5,1960170,2020-05-30,88
Metropolitana,13,8125072,2020-05-30,1022
O’Higgins,6,991063,2020-05-30,39
Maule,7,1131939,2020-05-30,39
Ñuble,16,511551,2020-05-30,10
Biobío,8,1663696,2020-05-30,32
Araucanía,9,1014343,2020-05-30,19
Los Ríos,14,405835,2020-05-30,2
Los Lagos,10,891440,2020-05-30,14
Aysén,11,107297,2020-05-30,0
Magallanes,12,178362,2020-05-30,7
Arica y Parinacota,15,252110,2020-05-31,12
Tarapacá,1,382773,2020-05-31,25
Antofagasta,2,691854,2020-05-31,48
Atacama,3,314709,2020-05-31,2
Coquimbo,4,836096,2020-05-31,11
Valparaíso,5,1960170,2020-05-31,95
Metropolitana,13,8125072,2020-05-31,1033
O’Higgins,6,991063,2020-05-31,40
Maule,7,1131939,2020-05-31,38
Ñuble,16,511551,2020-05-31,10
Biobío,8,1663696,2020-05-31,30
Araucanía,9,1014343,2020-05-31,19
Los Ríos,14,405835,2020-05-31,2
Los Lagos,10,891440,2020-05-31,14
Aysén,11,107297,2020-05-31,0
Magallanes,12,178362,2020-05-31,4
Arica y Parinacota,15,252110,2020-06-01,11
Tarapacá,1,382773,2020-06-01,26
Antofagasta,2,691854,2020-06-01,51
Atacama,3,314709,2020-06-01,2
Coquimbo,4,836096,2020-06-01,11
Valparaíso,5,1960170,2020-06-01,96
Metropolitana,13,8125072,2020-06-01,1088
O’Higgins,6,991063,2020-06-01,40
Maule,7,1131939,2020-06-01,39
Ñuble,16,511551,2020-06-01,11
Biobío,8,1663696,2020-06-01,33
Araucanía,9,1014343,2020-06-01,18
Los Ríos,14,405835,2020-06-01,2
Los Lagos,10,891440,2020-06-01,14
Aysén,11,107297,2020-06-01,0
Magallanes,12,178362,2020-06-01,4
Arica y Parinacota,15,252110,2020-06-02,11
Tarapacá,1,382773,2020-06-02,29
Antofagasta,2,691854,2020-06-02,53
Atacama,3,314709,2020-06-02,2
Coquimbo,4,836096,2020-06-02,10
Valparaíso,5,1960170,2020-06-02,94
Metropolitana,13,8125072,2020-06-02,1090
O’Higgins,6,991063,2020-06-02,36
Maule,7,1131939,2020-06-02,39
Ñuble,16,511551,2020-06-02,12
Biobío,8,1663696,2020-06-02,37
Araucanía,9,1014343,2020-06-02,17
Los Ríos,14,405835,2020-06-02,1
Los Lagos,10,891440,2020-06-02,15
Aysén,11,107297,2020-06-02,0
Magallanes,12,178362,2020-06-02,5
Arica y Parinacota,15,252110,2020-06-03,11
Tarapacá,1,382773,2020-06-03,32
Antofagasta,2,691854,2020-06-03,54
Atacama,3,314709,2020-06-03,2
Coquimbo,4,836096,2020-06-03,9
Valparaíso,5,1960170,2020-06-03,92
Metropolitana,13,8125072,2020-06-03,1112
O’Higgins,6,991063,2020-06-03,31
Maule,7,1131939,2020-06-03,43
Ñuble,16,511551,2020-06-03,13
Biobío,8,1663696,2020-06-03,39
Araucanía,9,1014343,2020-06-03,17
Los Ríos,14,405835,2020-06-03,1
Los Lagos,10,891440,2020-06-03,14
Aysén,11,107297,2020-06-03,0
Magallanes,12,178362,2020-06-03,5
Arica y Parinacota,15,252110,2020-06-04,11
Tarapacá,1,382773,2020-06-04,32
Antofagasta,2,691854,2020-06-04,54
Atacama,3,314709,2020-06-04,2
Coquimbo,4,836096,2020-06-04,10
Valparaíso,5,1960170,2020-06-04,90
Metropolitana,13,8125072,2020-06-04,1128
O’Higgins,6,991063,2020-06-04,31
Maule,7,1131939,2020-06-04,48
Ñuble,16,511551,2020-06-04,12
Biobío,8,1663696,2020-06-04,43
Araucanía,9,1014343,2020-06-04,17
Los Ríos,14,405835,2020-06-04,1
Los Lagos,10,891440,2020-06-04,12
Aysén,11,107297,2020-06-04,0
Magallanes,12,178362,2020-06-04,5
Arica y Parinacota,15,252110,2020-06-05,12
Tarapacá,1,382773,2020-06-05,34
Antofagasta,2,691854,2020-06-05,46
Atacama,3,314709,2020-06-05,2
Coquimbo,4,836096,2020-06-05,11
Valparaíso,5,1960170,2020-06-05,92
Metropolitana,13,8125072,2020-06-05,1147
O’Higgins,6,991063,2020-06-05,35
Maule,7,1131939,2020-06-05,41
Ñuble,16,511551,2020-06-05,13
Biobío,8,1663696,2020-06-05,47
Araucanía,9,1014343,2020-06-05,20
Los Ríos,14,405835,2020-06-05,2
Los Lagos,10,891440,2020-06-05,13
Aysén,11,107297,2020-06-05,0
Magallanes,12,178362,2020-06-05,6
Arica y Parinacota,15,252110,2020-06-06,12
Tarapacá,1,382773,2020-06-06,39
Antofagasta,2,691854,2020-06-06,49
Atacama,3,314709,2020-06-06,2
Coquimbo,4,836096,2020-06-06,11
Valparaíso,5,1960170,2020-06-06,86
Metropolitana,13,8125072,2020-06-06,1144
O’Higgins,6,991063,2020-06-06,35
Maule,7,1131939,2020-06-06,42
Ñuble,16,511551,2020-06-06,13
Biobío,8,1663696,2020-06-06,50
Araucanía,9,1014343,2020-06-06,18
Los Ríos,14,405835,2020-06-06,2
Los Lagos,10,891440,2020-06-06,17
Aysén,11,107297,2020-06-06,0
Magallanes,12,178362,2020-06-06,4
Arica y Parinacota,15,252110,2020-06-07,11
Tarapacá,1,382773,2020-06-07,41
Antofagasta,2,691854,2020-06-07,51
Atacama,3,314709,2020-06-07,2
Coquimbo,4,836096,2020-06-07,10
Valparaíso,5,1960170,2020-06-07,91
Metropolitana,13,8125072,2020-06-07,1174
O’Higgins,6,991063,2020-06-07,36
Maule,7,1131939,2020-06-07,42
Ñuble,16,511551,2020-06-07,13
Biobío,8,1663696,2020-06-07,47
Araucanía,9,1014343,2020-06-07,16
Los Ríos,14,405835,2020-06-07,2
Los Lagos,10,891440,2020-06-07,17
Aysén,11,107297,2020-06-07,1
Magallanes,12,178362,2020-06-07,4
Arica y Parinacota,15,252110,2020-06-08,10
Tarapacá,1,382773,2020-06-08,44
Antofagasta,2,691854,2020-06-08,53
Atacama,3,314709,2020-06-08,2
Coquimbo,4,836096,2020-06-08,11
Valparaíso,5,1960170,2020-06-08,91
Metropolitana,13,8125072,2020-06-08,1182
O’Higgins,6,991063,2020-06-08,36
Maule,7,1131939,2020-06-08,49
Ñuble,16,511551,2020-06-08,16
Biobío,8,1663696,2020-06-08,46
Araucanía,9,1014343,2020-06-08,16
Los Ríos,14,405835,2020-06-08,2
Los Lagos,10,891440,2020-06-08,18
Aysén,11,107297,2020-06-08,1
Magallanes,12,178362,2020-06-08,4
Arica y Parinacota,15,252110,2020-06-09,12
Tarapacá,1,382773,2020-06-09,45
Antofagasta,2,691854,2020-06-09,55
Atacama,3,314709,2020-06-09,2
Coquimbo,4,836096,2020-06-09,13
Valparaíso,5,1960170,2020-06-09,95
Metropolitana,13,8125072,2020-06-09,1172
O’Higgins,6,991063,2020-06-09,34
Maule,7,1131939,2020-06-09,44
Ñuble,16,511551,2020-06-09,16
Biobío,8,1663696,2020-06-09,46
Araucanía,9,1014343,2020-06-09,16
Los Ríos,14,405835,2020-06-09,2
Los Lagos,10,891440,2020-06-09,20
Aysén,11,107297,2020-06-09,1
Magallanes,12,178362,2020-06-09,4
Arica y Parinacota,15,252110,2020-06-10,13
Tarapacá,1,382773,2020-06-10,42
Antofagasta,2,691854,2020-06-10,58
Atacama,3,314709,2020-06-10,1
Coquimbo,4,836096,2020-06-10,17
Valparaíso,5,1960170,2020-06-10,98
Metropolitana,13,8125072,2020-06-10,1179
O’Higgins,6,991063,2020-06-10,37
Maule,7,1131939,2020-06-10,44
Ñuble,16,511551,2020-06-10,13
Biobío,8,1663696,2020-06-10,45
Araucanía,9,1014343,2020-06-10,16
Los Ríos,14,405835,2020-06-10,2
Los Lagos,10,891440,2020-06-10,20
Aysén,11,107297,2020-06-10,1
Magallanes,12,178362,2020-06-10,4
Arica y Parinacota,15,252110,2020-06-11,12
Tarapacá,1,382773,2020-06-11,47
Antofagasta,2,691854,2020-06-11,62
Atacama,3,314709,2020-06-11,2
Coquimbo,4,836096,2020-06-11,18
Valparaíso,5,1960170,2020-06-11,105
Metropolitana,13,8125072,2020-06-11,1185
O’Higgins,6,991063,2020-06-11,36
Maule,7,1131939,2020-06-11,44
Ñuble,16,511551,2020-06-11,12
Biobío,8,1663696,2020-06-11,52
Araucanía,9,1014343,2020-06-11,17
Los Ríos,14,405835,2020-06-11,2
Los Lagos,10,891440,2020-06-11,20
Aysén,11,107297,2020-06-11,1
Magallanes,12,178362,2020-06-11,3
Arica y Parinacota,15,252110,2020-06-12,13
Tarapacá,1,382773,2020-06-12,45
Antofagasta,2,691854,2020-06-12,63
Atacama,3,314709,2020-06-12,2
Coquimbo,4,836096,2020-06-12,15
Valparaíso,5,1960170,2020-06-12,107
Metropolitana,13,8125072,2020-06-12,1207
O’Higgins,6,991063,2020-06-12,38
Maule,7,1131939,2020-06-12,52
Ñuble,16,511551,2020-06-12,11
Biobío,8,1663696,2020-06-12,55
Araucanía,9,1014343,2020-06-12,13
Los Ríos,14,405835,2020-06-12,2
Los Lagos,10,891440,2020-06-12,20
Aysén,11,107297,2020-06-12,1
Magallanes,12,178362,2020-06-12,3
Arica y Parinacota,15,252110,2020-06-13,13
Tarapacá,1,382773,2020-06-13,45
Antofagasta,2,691854,2020-06-13,62
Atacama,3,314709,2020-06-13,4
Coquimbo,4,836096,2020-06-13,16
Valparaíso,5,1960170,2020-06-13,104
Metropolitana,13,8125072,2020-06-13,1207
O’Higgins,6,991063,2020-06-13,38
Maule,7,1131939,2020-06-13,50
Ñuble,16,511551,2020-06-13,10
Biobío,8,1663696,2020-06-13,66
Araucanía,9,1014343,2020-06-13,15
Los Ríos,14,405835,2020-06-13,2
Los Lagos,10,891440,2020-06-13,20
Aysén,11,107297,2020-06-13,1
Magallanes,12,178362,2020-06-13,3
Arica y Parinacota,15,252110,2020-06-14,14
Tarapacá,1,382773,2020-06-14,45
Antofagasta,2,691854,2020-06-14,62
Atacama,3,314709,2020-06-14,5
Coquimbo,4,836096,2020-06-14,17
Valparaíso,5,1960170,2020-06-14,104
Metropolitana,13,8125072,2020-06-14,1257
O’Higgins,6,991063,2020-06-14,38
Maule,7,1131939,2020-06-14,50
Ñuble,16,511551,2020-06-14,11
Biobío,8,1663696,2020-06-14,68
Araucanía,9,1014343,2020-06-14,17
Los Ríos,14,405835,2020-06-14,2
Los Lagos,10,891440,2020-06-14,21
Aysén,11,107297,2020-06-14,1
Magallanes,12,178362,2020-06-14,3
Arica y Parinacota,15,252110,2020-06-15,14
Tarapacá,1,382773,2020-06-15,36
Antofagasta,2,691854,2020-06-15,63
Atacama,3,314709,2020-06-15,6
Coquimbo,4,836096,2020-06-15,16
Valparaíso,5,1960170,2020-06-15,106
Metropolitana,13,8125072,2020-06-15,1270
O’Higgins,6,991063,2020-06-15,42
Maule,7,1131939,2020-06-15,48
Ñuble,16,511551,2020-06-15,10
Biobío,8,1663696,2020-06-15,72
Araucanía,9,1014343,2020-06-15,17
Los Ríos,14,405835,2020-06-15,2
Los Lagos,10,891440,2020-06-15,18
Aysén,11,107297,2020-06-15,1
Magallanes,12,178362,2020-06-15,2
Arica y Parinacota,15,252110,2020-06-16,14
Tarapacá,1,382773,2020-06-16,35
Antofagasta,2,691854,2020-06-16,67
Atacama,3,314709,2020-06-16,7
Coquimbo,4,836096,2020-06-16,16
Valparaíso,5,1960170,2020-06-16,102
Metropolitana,13,8125072,2020-06-16,1271
O’Higgins,6,991063,2020-06-16,42
Maule,7,1131939,2020-06-16,52
Ñuble,16,511551,2020-06-16,10
Biobío,8,1663696,2020-06-16,66
Araucanía,9,1014343,2020-06-16,18
Los Ríos,14,405835,2020-06-16,2
Los Lagos,10,891440,2020-06-16,20
Aysén,11,107297,2020-06-16,1
Magallanes,12,178362,2020-06-16,4
Arica y Parinacota,15,252110,2020-06-17,14
Tarapacá,1,382773,2020-06-17,38
Antofagasta,2,691854,2020-06-17,72
Atacama,3,314709,2020-06-17,7
Coquimbo,4,836096,2020-06-17,14
Valparaíso,5,1960170,2020-06-17,102
Metropolitana,13,8125072,2020-06-17,1329
O’Higgins,6,991063,2020-06-17,42
Maule,7,1131939,2020-06-17,54
Ñuble,16,511551,2020-06-17,14
Biobío,8,1663696,2020-06-17,63
Araucanía,9,1014343,2020-06-17,18
Los Ríos,14,405835,2020-06-17,2
Los Lagos,10,891440,2020-06-17,20
Aysén,11,107297,2020-06-17,1
Magallanes,12,178362,2020-06-17,4
Arica y Parinacota,15,252110,2020-06-18,15
Tarapacá,1,382773,2020-06-18,40
Antofagasta,2,691854,2020-06-18,75
Atacama,3,314709,2020-06-18,7
Coquimbo,4,836096,2020-06-18,16
Valparaíso,5,1960170,2020-06-18,106
Metropolitana,13,8125072,2020-06-18,1372
O’Higgins,6,991063,2020-06-18,43
Maule,7,1131939,2020-06-18,55
Ñuble,16,511551,2020-06-18,14
Biobío,8,1663696,2020-06-18,61
Araucanía,9,1014343,2020-06-18,15
Los Ríos,14,405835,2020-06-18,2
Los Lagos,10,891440,2020-06-18,19
Aysén,11,107297,2020-06-18,1
Magallanes,12,178362,2020-06-18,4
Arica y Parinacota,15,252110,2020-06-19,15
Tarapacá,1,382773,2020-06-19,42
Antofagasta,2,691854,2020-06-19,75
Atacama,3,314709,2020-06-19,7
Coquimbo,4,836096,2020-06-19,18
Valparaíso,5,1960170,2020-06-19,116
Metropolitana,13,8125072,2020-06-19,1411
O’Higgins,6,991063,2020-06-19,52
Maule,7,1131939,2020-06-19,56
Ñuble,16,511551,2020-06-19,15
Biobío,8,1663696,2020-06-19,63
Araucanía,9,1014343,2020-06-19,15
Los Ríos,14,405835,2020-06-19,1
Los Lagos,10,891440,2020-06-19,19
Aysén,11,107297,2020-06-19,1
Magallanes,12,178362,2020-06-19,5
Arica y Parinacota,15,252110,2020-06-20,15
Tarapacá,1,382773,2020-06-20,38
Antofagasta,2,691854,2020-06-20,68
Atacama,3,314709,2020-06-20,7
Coquimbo,4,836096,2020-06-20,21
Valparaíso,5,1960170,2020-06-20,122
Metropolitana,13,8125072,2020-06-20,1437
O’Higgins,6,991063,2020-06-20,57
Maule,7,1131939,2020-06-20,59
Ñuble,16,511551,2020-06-20,14
Biobío,8,1663696,2020-06-20,66
Araucanía,9,1014343,2020-06-20,15
Los Ríos,14,405835,2020-06-20,1
Los Lagos,10,891440,2020-06-20,26
Aysén,11,107297,2020-06-20,1
Magallanes,12,178362,2020-06-20,4
Arica y Parinacota,15,252110,2020-06-21,14
Tarapacá,1,382773,2020-06-21,36
Antofagasta,2,691854,2020-06-21,78
Atacama,3,314709,2020-06-21,7
Coquimbo,4,836096,2020-06-21,19
Valparaíso,5,1960170,2020-06-21,129
Metropolitana,13,8125072,2020-06-21,1459
O’Higgins,6,991063,2020-06-21,59
Maule,7,1131939,2020-06-21,61
Ñuble,16,511551,2020-06-21,18
Biobío,8,1663696,2020-06-21,68
Araucanía,9,1014343,2020-06-21,15
Los Ríos,14,405835,2020-06-21,6
Los Lagos,10,891440,2020-06-21,23
Aysén,11,107297,2020-06-21,1
Magallanes,12,178362,2020-06-21,3
Arica y Parinacota,15,252110,2020-06-22,14
Tarapacá,1,382773,2020-06-22,35
Antofagasta,2,691854,2020-06-22,78
Atacama,3,314709,2020-06-22,7
Coquimbo,4,836096,2020-06-22,22
Valparaíso,5,1960170,2020-06-22,123
Metropolitana,13,8125072,2020-06-22,1469
O’Higgins,6,991063,2020-06-22,59
Maule,7,1131939,2020-06-22,66
Ñuble,16,511551,2020-06-22,20
Biobío,8,1663696,2020-06-22,66
Araucanía,9,1014343,2020-06-22,16
Los Ríos,14,405835,2020-06-22,6
Los Lagos,10,891440,2020-06-22,29
Aysén,11,107297,2020-06-22,1
Magallanes,12,178362,2020-06-22,3
Arica y Parinacota,15,252110,2020-06-23,13
Tarapacá,1,382773,2020-06-23,34
Antofagasta,2,691854,2020-06-23,79
