codigo_comuna,comuna_residencia,fecha,positividad
5802,limache,2020-03-18,NA
13115,lo barnechea,2020-03-18,0.1495911222583637
13116,lo espejo,2020-03-18,NA
13117,lo prado,2020-03-18,NA
9109,loncoche,2020-03-18,NA
8301,los angeles,2020-03-18,NA
6108,machali,2020-03-18,NA
13118,macul,2020-03-18,NA
13119,maipu,2020-03-18,0.046471763308498
13501,melipilla,2020-03-18,NA
9111,nueva imperial,2020-03-18,0.30952380952380953
13120,nunoa,2020-03-18,0.16110154882943362
10301,osorno,2020-03-18,NA
13604,padre hurtado,2020-03-18,NA
9112,padre las casas,2020-03-18,0.23809523809523808
13404,paine,2020-03-18,NA
7404,parral,2020-03-18,NA
13121,pedro aguirre cerda,2020-03-18,NA
13605,penaflor,2020-03-18,NA
13122,penalolen,2020-03-18,0.08828274899703471
13123,providencia,2020-03-18,0.18923490379440036
13124,pudahuel,2020-03-18,0.2456828885400314
13201,puente alto,2020-03-18,NA
10101,puerto montt,2020-03-18,0.01680672268907563
10109,puerto varas,2020-03-18,NA
12101,punta arenas,2020-03-18,NA
13125,quilicura,2020-03-18,0.26968969405944193
5801,quilpue,2020-03-18,NA
6114,quinta de tilcoco,2020-03-18,NA
13126,quinta normal,2020-03-18,NA
6101,rancagua,2020-03-18,NA
13127,recoleta,2020-03-18,NA
13128,renca,2020-03-18,NA
6116,requinoa,2020-03-18,NA
7108,rio claro,2020-03-18,NA
4204,salamanca,2020-03-18,NA
5601,san antonio,2020-03-18,NA
13401,san bernardo,2020-03-18,NA
16301,san carlos,2020-03-18,NA
16304,san fabian,2020-03-18,NA
6301,san fernando,2020-03-18,NA
13129,san joaquin,2020-03-18,NA
13203,san jose de maipo,2020-03-18,NA
13130,san miguel,2020-03-18,NA
16305,san nicolas,2020-03-18,NA
8108,san pedro de la paz,2020-03-18,NA
13131,san ramon,2020-03-18,NA
13101,santiago,2020-03-18,0.17123450733499573
5606,santo domingo,2020-03-18,NA
13601,talagante,2020-03-18,NA
7101,talca,2020-03-18,NA
8110,talcahuano,2020-03-18,NA
9101,temuco,2020-03-18,0.31704536246510157
2301,tocopilla,2020-03-18,NA
8111,tome,2020-03-18,NA
5101,valparaiso,2020-03-18,NA
9211,victoria,2020-03-18,NA
9119,vilcun,2020-03-18,NA
5804,villa alemana,2020-03-18,NA
9120,villarrica,2020-03-18,NA
5109,vina del mar,2020-03-18,NA
13132,vitacura,2020-03-18,0.177757567306459
11201,aisen,2020-03-19,NA
5602,algarrobo,2020-03-19,NA
10202,ancud,2020-03-19,NA
2101,antofagasta,2020-03-19,0.022783251231527094
8202,arauco,2020-03-19,NA
15101,arica,2020-03-19,NA
13402,buin,2020-03-19,NA
16102,bulnes,2020-03-19,NA
2201,calama,2020-03-19,NA
10102,calbuco,2020-03-19,NA
13403,calera de tango,2020-03-19,NA
9102,carahue,2020-03-19,NA
5603,cartagena,2020-03-19,NA
13102,cerrillos,2020-03-19,NA
13103,cerro navia,2020-03-19,NA
8103,chiguayante,2020-03-19,0.09999999999999999
16101,chillan,2020-03-19,0.1515356092784681
16103,chillan viejo,2020-03-19,NA
9121,cholchol,2020-03-19,NA
16302,coihueco,2020-03-19,NA
13301,colina,2020-03-19,0.11749553977724167
8101,concepcion,2020-03-19,0.09674783892051445
13104,conchali,2020-03-19,NA
3101,copiapo,2020-03-19,0.200487012987013
4102,coquimbo,2020-03-19,NA
8102,coronel,2020-03-19,NA
9104,curarrehue,2020-03-19,NA
7301,curico,2020-03-19,0.05408163265306123
13105,el bosque,2020-03-19,0.012987012987012988
13602,el monte,2020-03-19,NA
13106,estacion central,2020-03-19,0.05482374768089054
8105,hualqui,2020-03-19,0
13107,huechuraba,2020-03-19,0.12194616977225672
13108,independencia,2020-03-19,NA
5201,isla de pascua,2020-03-19,NA
13109,la cisterna,2020-03-19,0.05702075702075702
5504,la cruz,2020-03-19,NA
13110,la florida,2020-03-19,0.09657630154524564
13111,la granja,2020-03-19,NA
13113,la reina,2020-03-19,0.11598148977459323
14201,la union,2020-03-19,NA
8304,laja,2020-03-19,NA
13302,lampa,2020-03-19,NA
13114,las condes,2020-03-19,0.1357615387001447
9108,lautaro,2020-03-19,NA
5802,limache,2020-03-19,NA
13115,lo barnechea,2020-03-19,0.11994685348366015
13116,lo espejo,2020-03-19,NA
13117,lo prado,2020-03-19,NA
9109,loncoche,2020-03-19,NA
8301,los angeles,2020-03-19,NA
8106,lota,2020-03-19,NA
6108,machali,2020-03-19,NA
13118,macul,2020-03-19,NA
13119,maipu,2020-03-19,0.050890025458718915
13501,melipilla,2020-03-19,NA
9111,nueva imperial,2020-03-19,NA
13120,nunoa,2020-03-19,0.17518605587168715
10301,osorno,2020-03-19,NA
13604,padre hurtado,2020-03-19,NA
9112,padre las casas,2020-03-19,0.2857142857142857
13404,paine,2020-03-19,NA
7404,parral,2020-03-19,NA
13121,pedro aguirre cerda,2020-03-19,NA
13605,penaflor,2020-03-19,NA
13122,penalolen,2020-03-19,0.09103000174428745
9114,pitrufquen,2020-03-19,NA
13123,providencia,2020-03-19,0.19731313508691734
13124,pudahuel,2020-03-19,0.2566718995290424
13201,puente alto,2020-03-19,0.09359410430839002
10101,puerto montt,2020-03-19,0.01680672268907563
10109,puerto varas,2020-03-19,NA
12101,punta arenas,2020-03-19,NA
13125,quilicura,2020-03-19,0.12683255120229908
5801,quilpue,2020-03-19,NA
6114,quinta de tilcoco,2020-03-19,NA
13126,quinta normal,2020-03-19,0.29128014842300554
6101,rancagua,2020-03-19,NA
13127,recoleta,2020-03-19,0.1586080586080586
13128,renca,2020-03-19,NA
6116,requinoa,2020-03-19,NA
7108,rio claro,2020-03-19,NA
4204,salamanca,2020-03-19,NA
5601,san antonio,2020-03-19,NA
13401,san bernardo,2020-03-19,NA
16301,san carlos,2020-03-19,NA
16304,san fabian,2020-03-19,NA
6301,san fernando,2020-03-19,NA
13129,san joaquin,2020-03-19,NA
13203,san jose de maipo,2020-03-19,NA
13130,san miguel,2020-03-19,0.13956916099773242
16305,san nicolas,2020-03-19,NA
8108,san pedro de la paz,2020-03-19,NA
13131,san ramon,2020-03-19,NA
13101,santiago,2020-03-19,0.16726625336674178
5606,santo domingo,2020-03-19,NA
13601,talagante,2020-03-19,NA
7101,talca,2020-03-19,0.13755102040816328
8110,talcahuano,2020-03-19,NA
9101,temuco,2020-03-19,0.33439230124061176
2301,tocopilla,2020-03-19,NA
8111,tome,2020-03-19,NA
14101,valdivia,2020-03-19,NA
5101,valparaiso,2020-03-19,NA
9211,victoria,2020-03-19,NA
9119,vilcun,2020-03-19,NA
5804,villa alemana,2020-03-19,NA
9120,villarrica,2020-03-19,NA
5109,vina del mar,2020-03-19,0.16227441513482704
13132,vitacura,2020-03-19,0.16512020466909633
11201,aisen,2020-03-20,NA
5602,algarrobo,2020-03-20,NA
10202,ancud,2020-03-20,NA
2101,antofagasta,2020-03-20,0.0476279717284215
8202,arauco,2020-03-20,NA
15101,arica,2020-03-20,NA
13402,buin,2020-03-20,NA
16102,bulnes,2020-03-20,NA
12201,cabo de hornos,2020-03-20,NA
2201,calama,2020-03-20,NA
10102,calbuco,2020-03-20,NA
13403,calera de tango,2020-03-20,NA
9102,carahue,2020-03-20,NA
5603,cartagena,2020-03-20,NA
13102,cerrillos,2020-03-20,NA
13103,cerro navia,2020-03-20,NA
8103,chiguayante,2020-03-20,0.028571428571428564
16101,chillan,2020-03-20,0.15716863171821321
16103,chillan viejo,2020-03-20,NA
9121,cholchol,2020-03-20,NA
16302,coihueco,2020-03-20,NA
13301,colina,2020-03-20,0.11511458739628928
5103,con con,2020-03-20,NA
8101,concepcion,2020-03-20,0.11355456160959007
13104,conchali,2020-03-20,NA
3101,copiapo,2020-03-20,0.05762987012987013
4102,coquimbo,2020-03-20,NA
8102,coronel,2020-03-20,NA
9203,curacautin,2020-03-20,NA
9104,curarrehue,2020-03-20,NA
7301,curico,2020-03-20,0.05408163265306123
13105,el bosque,2020-03-20,0.0606060606060606
13602,el monte,2020-03-20,NA
13106,estacion central,2020-03-20,0.05482374768089054
6106,graneros,2020-03-20,NA
8112,hualpen,2020-03-20,NA
8105,hualqui,2020-03-20,0
13107,huechuraba,2020-03-20,0.1398033126293996
13108,independencia,2020-03-20,0.158008658008658
1101,iquique,2020-03-20,NA
5201,isla de pascua,2020-03-20,NA
13109,la cisterna,2020-03-20,0.05702075702075702
5504,la cruz,2020-03-20,NA
13110,la florida,2020-03-20,0.06055676552570962
13111,la granja,2020-03-20,NA
5401,la ligua,2020-03-20,NA
13113,la reina,2020-03-20,0.13741006120316465
14201,la union,2020-03-20,NA
8304,laja,2020-03-20,NA
13302,lampa,2020-03-20,NA
13114,las condes,2020-03-20,0.13873732397681496
9108,lautaro,2020-03-20,NA
5802,limache,2020-03-20,NA
7401,linares,2020-03-20,NA
13115,lo barnechea,2020-03-20,0.15698389052069717
13116,lo espejo,2020-03-20,NA
13117,lo prado,2020-03-20,NA
9109,loncoche,2020-03-20,NA
5301,los andes,2020-03-20,NA
8301,los angeles,2020-03-20,NA
8106,lota,2020-03-20,NA
6108,machali,2020-03-20,NA
13118,macul,2020-03-20,0.09585581358980375
13119,maipu,2020-03-20,0.06462628919498264
13501,melipilla,2020-03-20,0.16326530612244897
9111,nueva imperial,2020-03-20,NA
13120,nunoa,2020-03-20,0.14585548306285345
10301,osorno,2020-03-20,NA
4301,ovalle,2020-03-20,NA
13604,padre hurtado,2020-03-20,NA
9112,padre las casas,2020-03-20,0.25
13404,paine,2020-03-20,NA
7404,parral,2020-03-20,NA
13121,pedro aguirre cerda,2020-03-20,NA
13605,penaflor,2020-03-20,NA
13122,penalolen,2020-03-20,0.0848824607606809
9114,pitrufquen,2020-03-20,NA
13123,providencia,2020-03-20,0.17347694887671097
9115,pucon,2020-03-20,NA
13124,pudahuel,2020-03-20,0.1397887826459255
13201,puente alto,2020-03-20,0.08472388955582233
10101,puerto montt,2020-03-20,0.029051620648259304
10109,puerto varas,2020-03-20,NA
12101,punta arenas,2020-03-20,0.20204837490551775
13125,quilicura,2020-03-20,0.1378215621913101
5801,quilpue,2020-03-20,NA
6114,quinta de tilcoco,2020-03-20,NA
13126,quinta normal,2020-03-20,0.24366110080395795
6101,rancagua,2020-03-20,NA
13127,recoleta,2020-03-20,0.11098901098901098
13128,renca,2020-03-20,NA
6116,requinoa,2020-03-20,NA
7108,rio claro,2020-03-20,NA
4204,salamanca,2020-03-20,NA
5601,san antonio,2020-03-20,NA
13401,san bernardo,2020-03-20,0.09958346975153698
16301,san carlos,2020-03-20,NA
16304,san fabian,2020-03-20,NA
5701,san felipe,2020-03-20,NA
6301,san fernando,2020-03-20,NA
13129,san joaquin,2020-03-20,NA
13203,san jose de maipo,2020-03-20,NA
13130,san miguel,2020-03-20,0.13956916099773242
16305,san nicolas,2020-03-20,NA
13505,san pedro,2020-03-20,NA
8108,san pedro de la paz,2020-03-20,NA
13131,san ramon,2020-03-20,0.047619047619047616
13101,santiago,2020-03-20,0.1761948247953132
5606,santo domingo,2020-03-20,NA
13601,talagante,2020-03-20,0.14285714285714285
7101,talca,2020-03-20,0.1001360544217687
8110,talcahuano,2020-03-20,NA
9101,temuco,2020-03-20,0.35858584962770856
13303,tiltil,2020-03-20,NA
2301,tocopilla,2020-03-20,NA
8111,tome,2020-03-20,NA
14101,valdivia,2020-03-20,NA
5101,valparaiso,2020-03-20,NA
9211,victoria,2020-03-20,0.2585034013605442
9119,vilcun,2020-03-20,NA
5804,villa alemana,2020-03-20,0.07755102040816327
9120,villarrica,2020-03-20,NA
5109,vina del mar,2020-03-20,0.09900910901237805
13132,vitacura,2020-03-20,0.17236181098904368
11201,aisen,2020-03-21,NA
5602,algarrobo,2020-03-21,NA
10202,ancud,2020-03-21,NA
2101,antofagasta,2020-03-21,0.05921098331143309
8202,arauco,2020-03-21,NA
15101,arica,2020-03-21,NA
13402,buin,2020-03-21,NA
16102,bulnes,2020-03-21,NA
12201,cabo de hornos,2020-03-21,NA
2201,calama,2020-03-21,NA
10102,calbuco,2020-03-21,NA
13403,calera de tango,2020-03-21,NA
9102,carahue,2020-03-21,NA
5603,cartagena,2020-03-21,NA
5102,casablanca,2020-03-21,NA
13102,cerrillos,2020-03-21,NA
13103,cerro navia,2020-03-21,NA
8103,chiguayante,2020-03-21,0.08571428571428572
16101,chillan,2020-03-21,0.20736168191126342
16103,chillan viejo,2020-03-21,0.4013605442176871
9121,cholchol,2020-03-21,NA
16302,coihueco,2020-03-21,NA
13301,colina,2020-03-21,0.11311658539828728
5103,con con,2020-03-21,NA
8101,concepcion,2020-03-21,0.14000958806461652
13104,conchali,2020-03-21,0.22376829519686664
3101,copiapo,2020-03-21,0.021915584415584416
4102,coquimbo,2020-03-21,NA
8102,coronel,2020-03-21,0.25476190476190474
11101,coyhaique,2020-03-21,NA
9203,curacautin,2020-03-21,NA
13503,curacavi,2020-03-21,NA
9104,curarrehue,2020-03-21,NA
7301,curico,2020-03-21,0.05408163265306123
13105,el bosque,2020-03-21,0.07846320346320346
13602,el monte,2020-03-21,NA
13106,estacion central,2020-03-21,0.0706967635539064
14202,futrono,2020-03-21,NA
6106,graneros,2020-03-21,NA
8112,hualpen,2020-03-21,NA
8105,hualqui,2020-03-21,0.028571428571428574
13107,huechuraba,2020-03-21,0.08266045548654244
13108,independencia,2020-03-21,0.10606060606060605
1101,iquique,2020-03-21,NA
5201,isla de pascua,2020-03-21,NA
13109,la cisterna,2020-03-21,0.05702075702075702
5504,la cruz,2020-03-21,NA
13110,la florida,2020-03-21,0.07456236776660598
13111,la granja,2020-03-21,NA
5401,la ligua,2020-03-21,NA
13113,la reina,2020-03-21,0.14965495916234833
14201,la union,2020-03-21,NA
8304,laja,2020-03-21,NA
13302,lampa,2020-03-21,NA
13114,las condes,2020-03-21,0.12369972999185254
9108,lautaro,2020-03-21,NA
5802,limache,2020-03-21,NA
7401,linares,2020-03-21,NA
5703,llaillay,2020-03-21,NA
13115,lo barnechea,2020-03-21,0.14722514831413713
13116,lo espejo,2020-03-21,NA
13117,lo prado,2020-03-21,NA
9109,loncoche,2020-03-21,NA
5301,los andes,2020-03-21,NA
8301,los angeles,2020-03-21,NA
4203,los vilos,2020-03-21,NA
8106,lota,2020-03-21,NA
6108,machali,2020-03-21,0.13095238095238096
13118,macul,2020-03-21,0.06728438501837516
13119,maipu,2020-03-21,0.08286337126185195
7105,maule,2020-03-21,NA
13501,melipilla,2020-03-21,0.09183673469387754
9111,nueva imperial,2020-03-21,NA
13120,nunoa,2020-03-21,0.1454298907802602
10301,osorno,2020-03-21,NA
4301,ovalle,2020-03-21,NA
13604,padre hurtado,2020-03-21,NA
9112,padre las casas,2020-03-21,NA
13404,paine,2020-03-21,0
7404,parral,2020-03-21,NA
13121,pedro aguirre cerda,2020-03-21,0.17142857142857143
13605,penaflor,2020-03-21,0.14870129870129872
13122,penalolen,2020-03-21,0.10927270466311992
9114,pitrufquen,2020-03-21,NA
13123,providencia,2020-03-21,0.14297315315552397
9115,pucon,2020-03-21,NA
13124,pudahuel,2020-03-21,0.09897245611531326
13201,puente alto,2020-03-21,0.06941776710684273
10101,puerto montt,2020-03-21,0.04203863363527229
10109,puerto varas,2020-03-21,NA
12101,punta arenas,2020-03-21,0.13919123204837489
13125,quilicura,2020-03-21,0.042583466953214855
5501,quillota,2020-03-21,NA
5801,quilpue,2020-03-21,NA
6114,quinta de tilcoco,2020-03-21,NA
13126,quinta normal,2020-03-21,0.17223252937538652
5107,quintero,2020-03-21,NA
6101,rancagua,2020-03-21,0.10822510822510822
13127,recoleta,2020-03-21,0.1347985347985348
13128,renca,2020-03-21,NA
6116,requinoa,2020-03-21,NA
7108,rio claro,2020-03-21,NA
4204,salamanca,2020-03-21,NA
5601,san antonio,2020-03-21,NA
13401,san bernardo,2020-03-21,0.07339299356106078
16301,san carlos,2020-03-21,NA
16304,san fabian,2020-03-21,NA
5701,san felipe,2020-03-21,NA
6301,san fernando,2020-03-21,NA
16108,san ignacio,2020-03-21,NA
13129,san joaquin,2020-03-21,0.22727272727272727
13203,san jose de maipo,2020-03-21,0.09183673469387756
13130,san miguel,2020-03-21,0.11840513983371126
16305,san nicolas,2020-03-21,NA
13505,san pedro,2020-03-21,NA
8108,san pedro de la paz,2020-03-21,NA
13131,san ramon,2020-03-21,0
13101,santiago,2020-03-21,0.1738286609384661
5606,santo domingo,2020-03-21,NA
13601,talagante,2020-03-21,0
7101,talca,2020-03-21,0.1001360544217687
8110,talcahuano,2020-03-21,NA
9101,temuco,2020-03-21,0.3499123802399534
13303,tiltil,2020-03-21,NA
2301,tocopilla,2020-03-21,NA
8111,tome,2020-03-21,NA
14101,valdivia,2020-03-21,NA
5101,valparaiso,2020-03-21,NA
9211,victoria,2020-03-21,0.11564625850340136
9119,vilcun,2020-03-21,NA
5804,villa alemana,2020-03-21,0.08707482993197278
9120,villarrica,2020-03-21,NA
5109,vina del mar,2020-03-21,0.0725540825573516
13132,vitacura,2020-03-21,0.15422122141988268
11201,aisen,2020-03-22,NA
5602,algarrobo,2020-03-22,NA
10202,ancud,2020-03-22,NA
9201,angol,2020-03-22,NA
2101,antofagasta,2020-03-22,0.08862274801731544
8202,arauco,2020-03-22,NA
15101,arica,2020-03-22,0.05944234976493041
13402,buin,2020-03-22,0.03339517625231911
16102,bulnes,2020-03-22,NA
12201,cabo de hornos,2020-03-22,NA
2201,calama,2020-03-22,0.028571428571428574
10102,calbuco,2020-03-22,NA
13403,calera de tango,2020-03-22,NA
9102,carahue,2020-03-22,NA
5603,cartagena,2020-03-22,NA
5102,casablanca,2020-03-22,NA
13102,cerrillos,2020-03-22,0.07653061224489796
13103,cerro navia,2020-03-22,NA
8103,chiguayante,2020-03-22,0.12142857142857143
16101,chillan,2020-03-22,0.22704323874452303
16103,chillan viejo,2020-03-22,0.2585034013605442
9121,cholchol,2020-03-22,NA
16302,coihueco,2020-03-22,NA
13301,colina,2020-03-22,0.13284447655474987
5103,con con,2020-03-22,NA
8101,concepcion,2020-03-22,0.14907988284919702
13104,conchali,2020-03-22,0.09111523397237684
3101,copiapo,2020-03-22,0.021915584415584416
4102,coquimbo,2020-03-22,0.22887257669866365
8102,coronel,2020-03-22,0.14761904761904762
11101,coyhaique,2020-03-22,NA
9203,curacautin,2020-03-22,NA
13503,curacavi,2020-03-22,NA
9104,curarrehue,2020-03-22,NA
7301,curico,2020-03-22,0.02551020408163265
13105,el bosque,2020-03-22,0.1192795299938157
13602,el monte,2020-03-22,NA
13106,estacion central,2020-03-22,0.07226662226662227
14202,futrono,2020-03-22,NA
9107,gorbea,2020-03-22,NA
6106,graneros,2020-03-22,NA
8112,hualpen,2020-03-22,NA
8105,hualqui,2020-03-22,0.028571428571428574
13107,huechuraba,2020-03-22,0.11837474120082817
13108,independencia,2020-03-22,0.09018759018759018
1101,iquique,2020-03-22,NA
5201,isla de pascua,2020-03-22,NA
13109,la cisterna,2020-03-22,0.07487789987789986
5504,la cruz,2020-03-22,NA
13110,la florida,2020-03-22,0.07796372831082367
13111,la granja,2020-03-22,0.08333333333333333
5401,la ligua,2020-03-22,NA
13113,la reina,2020-03-22,0.17562898513637432
14201,la union,2020-03-22,NA
8304,laja,2020-03-22,NA
13302,lampa,2020-03-22,NA
13114,las condes,2020-03-22,0.12689395150068078
9108,lautaro,2020-03-22,NA
5802,limache,2020-03-22,NA
7401,linares,2020-03-22,NA
5703,llaillay,2020-03-22,NA
13115,lo barnechea,2020-03-22,0.14405054513953397
13116,lo espejo,2020-03-22,NA
13117,lo prado,2020-03-22,0.08838383838383838
9109,loncoche,2020-03-22,NA
5301,los andes,2020-03-22,NA
8301,los angeles,2020-03-22,0.028081567555251766
4203,los vilos,2020-03-22,NA
8106,lota,2020-03-22,NA
6108,machali,2020-03-22,0.03571428571428571
13118,macul,2020-03-22,0.044325201344905786
13119,maipu,2020-03-22,0.09510826922103563
7105,maule,2020-03-22,NA
13501,melipilla,2020-03-22,0.16326530612244897
9111,nueva imperial,2020-03-22,NA
13120,nunoa,2020-03-22,0.12579619114656054
10301,osorno,2020-03-22,0.1509586858965741
4301,ovalle,2020-03-22,NA
13604,padre hurtado,2020-03-22,NA
9112,padre las casas,2020-03-22,NA
13404,paine,2020-03-22,NA
7404,parral,2020-03-22,NA
13121,pedro aguirre cerda,2020-03-22,0.028571428571428574
13605,penaflor,2020-03-22,0.07727272727272728
13122,penalolen,2020-03-22,0.1158753457195425
9114,pitrufquen,2020-03-22,NA
13123,providencia,2020-03-22,0.13230824202978334
9115,pucon,2020-03-22,NA
13124,pudahuel,2020-03-22,0.13193948908234623
13201,puente alto,2020-03-22,0.06465586234493798
10101,puerto montt,2020-03-22,0.06459502461271589
10109,puerto varas,2020-03-22,NA
12101,punta arenas,2020-03-22,0.13252456538170823
13125,quilicura,2020-03-22,0.06855749292724082
16107,quillon,2020-03-22,NA
5501,quillota,2020-03-22,NA
5801,quilpue,2020-03-22,0.050144300144300144
6114,quinta de tilcoco,2020-03-22,0.14285714285714285
13126,quinta normal,2020-03-22,0.18243661100803957
5107,quintero,2020-03-22,NA
6101,rancagua,2020-03-22,0.0606060606060606
13127,recoleta,2020-03-22,0.11098901098901098
13128,renca,2020-03-22,NA
6116,requinoa,2020-03-22,NA
14204,rio bueno,2020-03-22,NA
7108,rio claro,2020-03-22,NA
4204,salamanca,2020-03-22,NA
5601,san antonio,2020-03-22,0
13401,san bernardo,2020-03-22,0.07339299356106078
16301,san carlos,2020-03-22,NA
16304,san fabian,2020-03-22,NA
5701,san felipe,2020-03-22,NA
6301,san fernando,2020-03-22,NA
16108,san ignacio,2020-03-22,NA
13129,san joaquin,2020-03-22,0.2844155844155844
13203,san jose de maipo,2020-03-22,0.02040816326530612
13130,san miguel,2020-03-22,0.13881330309901738
16305,san nicolas,2020-03-22,NA
13505,san pedro,2020-03-22,NA
8108,san pedro de la paz,2020-03-22,NA
13131,san ramon,2020-03-22,0
13101,santiago,2020-03-22,0.13307955497196883
5606,santo domingo,2020-03-22,NA
13601,talagante,2020-03-22,0.07142857142857142
7101,talca,2020-03-22,0.214421768707483
8110,talcahuano,2020-03-22,0.11734693877551021
9101,temuco,2020-03-22,0.33611367894125216
13303,tiltil,2020-03-22,NA
2301,tocopilla,2020-03-22,NA
8111,tome,2020-03-22,NA
14101,valdivia,2020-03-22,NA
5101,valparaiso,2020-03-22,0.13713667285095857
9211,victoria,2020-03-22,0.06802721088435373
9119,vilcun,2020-03-22,NA
5804,villa alemana,2020-03-22,0.10388155262104841
9120,villarrica,2020-03-22,NA
5109,vina del mar,2020-03-22,0.0800728795498328
13132,vitacura,2020-03-22,0.15881418942748485
11201,aisen,2020-03-23,NA
5602,algarrobo,2020-03-23,NA
10202,ancud,2020-03-23,NA
9201,angol,2020-03-23,NA
2101,antofagasta,2020-03-23,0.0933846527792202
8202,arauco,2020-03-23,0.42857142857142855
15101,arica,2020-03-23,0.026325466648047295
13402,buin,2020-03-23,0.012987012987012988
16102,bulnes,2020-03-23,NA
12201,cabo de hornos,2020-03-23,NA
2201,calama,2020-03-23,0.028571428571428574
10102,calbuco,2020-03-23,0.20293040293040293
13403,calera de tango,2020-03-23,NA
9102,carahue,2020-03-23,NA
5603,cartagena,2020-03-23,NA
5102,casablanca,2020-03-23,NA
13102,cerrillos,2020-03-23,0.07653061224489796
13103,cerro navia,2020-03-23,0.1469812925170068
8103,chiguayante,2020-03-23,0.12142857142857143
16101,chillan,2020-03-23,0.22954950440868344
16103,chillan viejo,2020-03-23,0.18707482993197277
9121,cholchol,2020-03-23,NA
6102,codegua,2020-03-23,NA
16302,coihueco,2020-03-23,NA
13301,colina,2020-03-23,0.14088019084046416
5103,con con,2020-03-23,NA
8101,concepcion,2020-03-23,0.14712721550560567
13104,conchali,2020-03-23,0.07524221809936095
3101,copiapo,2020-03-23,0.021915584415584416
4102,coquimbo,2020-03-23,0.08601543384152079
8102,coronel,2020-03-23,0.19047619047619047
11101,coyhaique,2020-03-23,NA
9203,curacautin,2020-03-23,NA
13503,curacavi,2020-03-23,NA
