REGION_CORTO;COD_COMUNA_FINAL;FECHA_INMUNIZACION;SUM_of_SUM_of_1aDOSIS;SUM_of_SUM_of_2aDOSIS;SUM_of_SUM_of_ÚnicaDOSIS;SUM_of_Refuerzo_DOSIS
" Valparaíso";5701;03/02/2021;641;;;
" Valparaíso";5702;03/02/2021;82;;;
" Valparaíso";5703;03/02/2021;171;;;
" Valparaíso";5704;03/02/2021;37;;;
" Valparaíso";5705;03/02/2021;279;;;
" Valparaíso";5706;03/02/2021;109;;;
" Valparaíso";5801;03/02/2021;1496;;;
" Valparaíso";5802;03/02/2021;202;;;
" Valparaíso";5803;03/02/2021;55;;;
" Valparaíso";5804;03/02/2021;615;;;
Libertador B. O'Higgins;6101;03/02/2021;1737;;;
Libertador B. O'Higgins;6102;03/02/2021;62;;;
Libertador B. O'Higgins;6103;03/02/2021;48;;;
Libertador B. O'Higgins;6104;03/02/2021;100;;;
Libertador B. O'Higgins;6105;03/02/2021;216;;;
Libertador B. O'Higgins;6106;03/02/2021;45;;;
Libertador B. O'Higgins;6107;03/02/2021;19;;;
Libertador B. O'Higgins;6108;03/02/2021;90;;;
Libertador B. O'Higgins;6109;03/02/2021;466;;;
Libertador B. O'Higgins;6110;03/02/2021;88;;;
Libertador B. O'Higgins;6111;03/02/2021;87;;;
Libertador B. O'Higgins;6112;03/02/2021;285;;;
Libertador B. O'Higgins;6113;03/02/2021;81;;;
Libertador B. O'Higgins;6114;03/02/2021;235;;;
Libertador B. O'Higgins;6115;03/02/2021;301;;;
Libertador B. O'Higgins;6116;03/02/2021;206;;;
Libertador B. O'Higgins;6117;03/02/2021;131;;;
Libertador B. O'Higgins;6201;03/02/2021;122;;;
Libertador B. O'Higgins;6202;03/02/2021;45;;;
Libertador B. O'Higgins;6203;03/02/2021;118;;;
Libertador B. O'Higgins;6204;03/02/2021;76;;;
Libertador B. O'Higgins;6205;03/02/2021;133;;;
Libertador B. O'Higgins;6206;03/02/2021;65;;;
Libertador B. O'Higgins;6301;03/02/2021;718;;;
Libertador B. O'Higgins;6302;03/02/2021;404;;;
Libertador B. O'Higgins;6303;03/02/2021;134;;;
Libertador B. O'Higgins;6304;03/02/2021;116;;;
Libertador B. O'Higgins;6305;03/02/2021;212;;;
Libertador B. O'Higgins;6306;03/02/2021;184;;;
Libertador B. O'Higgins;6307;03/02/2021;120;;;
Libertador B. O'Higgins;6308;03/02/2021;45;;;
Libertador B. O'Higgins;6309;03/02/2021;86;;;
Libertador B. O'Higgins;6310;03/02/2021;287;;;
Maule;7101;03/02/2021;4849;;;
Maule;7102;03/02/2021;565;;;
Maule;7103;03/02/2021;104;;;
Maule;7104;03/02/2021;49;;;
Maule;7105;03/02/2021;229;;;
Maule;7106;03/02/2021;63;;;
Maule;7107;03/02/2021;77;;;
Maule;7108;03/02/2021;69;;;
Maule;7109;03/02/2021;325;;;
Maule;7110;03/02/2021;78;;;
Maule;7201;03/02/2021;753;;;
Maule;7202;03/02/2021;90;;;
Maule;7203;03/02/2021;156;;;
Maule;7301;03/02/2021;1306;;;
Maule;7302;03/02/2021;151;;;
Maule;7303;03/02/2021;162;;;
Maule;7304;03/02/2021;323;;;
Maule;7305;03/02/2021;328;;;
Maule;7306;03/02/2021;112;;;
Maule;7307;03/02/2021;89;;;
Maule;7308;03/02/2021;311;;;
Maule;7309;03/02/2021;138;;;
Maule;7401;03/02/2021;593;;;
Maule;7402;03/02/2021;259;;;
Maule;7403;03/02/2021;99;;;
Maule;7404;03/02/2021;492;;;
Maule;7405;03/02/2021;91;;;
Maule;7406;03/02/2021;596;;;
Maule;7407;03/02/2021;160;;;
Maule;7408;03/02/2021;52;;;
Bíobío;8101;03/02/2021;5059;;;
Bíobío;8102;03/02/2021;761;;;
Bíobío;8103;03/02/2021;866;;;
Bíobío;8104;03/02/2021;115;;;
Bíobío;8105;03/02/2021;216;;;
Bíobío;8106;03/02/2021;466;;;
Bíobío;8107;03/02/2021;414;;;
Bíobío;8108;03/02/2021;778;;;
Bíobío;8109;03/02/2021;121;;;
Bíobío;8110;03/02/2021;2457;;;
Bíobío;8111;03/02/2021;539;;;
Bíobío;8112;03/02/2021;1209;;;
Bíobío;8201;03/02/2021;282;;;
Bíobío;8202;03/02/2021;333;;;
Bíobío;8203;03/02/2021;285;;;
Bíobío;8204;03/02/2021;87;;;
Bíobío;8205;03/02/2021;430;;;
Bíobío;8206;03/02/2021;171;;;
Bíobío;8207;03/02/2021;112;;;
Bíobío;8301;03/02/2021;4234;;;
Bíobío;8302;03/02/2021;66;;;
Bíobío;8303;03/02/2021;383;;;
Bíobío;8304;03/02/2021;384;;;
Bíobío;8305;03/02/2021;467;;;
Bíobío;8306;03/02/2021;282;;;
Bíobío;8307;03/02/2021;114;;;
Bíobío;8308;03/02/2021;69;;;
Bíobío;8309;03/02/2021;114;;;
Bíobío;8310;03/02/2021;79;;;
Bíobío;8311;03/02/2021;314;;;
Bíobío;8312;03/02/2021;409;;;
Bíobío;8313;03/02/2021;254;;;
Bíobío;8314;03/02/2021;39;;;
" La Araucanía";9101;03/02/2021;3163;;;
" La Araucanía";9102;03/02/2021;279;;;
" La Araucanía";9103;03/02/2021;305;;;
" La Araucanía";9104;03/02/2021;83;;;
" La Araucanía";9105;03/02/2021;157;;;
" La Araucanía";9107;03/02/2021;170;;;
" La Araucanía";9108;03/02/2021;546;;;
" La Araucanía";9109;03/02/2021;273;;;
" La Araucanía";9110;03/02/2021;113;;;
" La Araucanía";9111;03/02/2021;591;;;
" La Araucanía";9112;03/02/2021;903;;;
" La Araucanía";9113;03/02/2021;74;;;
" La Araucanía";9114;03/02/2021;145;;;
" La Araucanía";9115;03/02/2021;433;;;
" La Araucanía";9116;03/02/2021;223;;;
" La Araucanía";9117;03/02/2021;51;;;
" La Araucanía";9118;03/02/2021;153;;;
" La Araucanía";9119;03/02/2021;249;;;
" La Araucanía";9120;03/02/2021;555;;;
" La Araucanía";9121;03/02/2021;110;;;
" La Araucanía";9201;03/02/2021;1033;;;
" La Araucanía";9202;03/02/2021;259;;;
" La Araucanía";9203;03/02/2021;260;;;
" La Araucanía";9204;03/02/2021;140;;;
" La Araucanía";9205;03/02/2021;205;;;
" La Araucanía";9206;03/02/2021;76;;;
" La Araucanía";9207;03/02/2021;79;;;
" La Araucanía";9208;03/02/2021;119;;;
" La Araucanía";9209;03/02/2021;127;;;
" La Araucanía";9210;03/02/2021;402;;;
" La Araucanía";9211;03/02/2021;1114;;;
" Los Lagos";10101;03/02/2021;2262;;;
" Los Lagos";10102;03/02/2021;322;;;
" Los Lagos";10103;03/02/2021;35;;;
" Los Lagos";10104;03/02/2021;98;;;
" Los Lagos";10105;03/02/2021;311;;;
" Los Lagos";10106;03/02/2021;131;;;
" Los Lagos";10107;03/02/2021;166;;;
" Los Lagos";10108;03/02/2021;165;;;
" Los Lagos";10109;03/02/2021;333;;;
" Los Lagos";10201;03/02/2021;637;;;
" Los Lagos";10202;03/02/2021;510;;;
" Los Lagos";10203;03/02/2021;76;;;
" Los Lagos";10204;03/02/2021;47;;;
" Los Lagos";10205;03/02/2021;223;;;
" Los Lagos";10206;03/02/2021;21;;;
" Los Lagos";10207;03/02/2021;103;;;
" Los Lagos";10208;03/02/2021;310;;;
" Los Lagos";10209;03/02/2021;105;;;
" Los Lagos";10210;03/02/2021;167;;;
" Los Lagos";10301;03/02/2021;2013;;;
" Los Lagos";10302;03/02/2021;76;;;
" Los Lagos";10303;03/02/2021;147;;;
" Los Lagos";10304;03/02/2021;78;;;
" Los Lagos";10305;03/02/2021;187;;;
" Los Lagos";10306;03/02/2021;116;;;
" Los Lagos";10307;03/02/2021;104;;;
" Los Lagos";10401;03/02/2021;47;;;
" Los Lagos";10402;03/02/2021;75;;;
" Los Lagos";10403;03/02/2021;47;;;
" Los Lagos";10404;03/02/2021;28;;;
" Aisén Gral. C. Ibáñez Campo";11101;03/02/2021;605;;;
" Aisén Gral. C. Ibáñez Campo";11102;03/02/2021;30;;;
" Aisén Gral. C. Ibáñez Campo";11201;03/02/2021;168;;;
" Aisén Gral. C. Ibáñez Campo";11202;03/02/2021;81;;;
" Aisén Gral. C. Ibáñez Campo";11203;03/02/2021;26;;;
" Aisén Gral. C. Ibáñez Campo";11301;03/02/2021;91;;;
" Aisén Gral. C. Ibáñez Campo";11302;03/02/2021;40;;;
" Aisén Gral. C. Ibáñez Campo";11303;03/02/2021;40;;;
" Aisén Gral. C. Ibáñez Campo";11401;03/02/2021;91;;;
" Aisén Gral. C. Ibáñez Campo";11402;03/02/2021;132;;;
" Magallanes y  La Antártica Chilena";12101;03/02/2021;2559;;;
" Magallanes y  La Antártica Chilena";12102;03/02/2021;32;;;
" Magallanes y  La Antártica Chilena";12103;03/02/2021;22;;;
" Magallanes y  La Antártica Chilena";12104;03/02/2021;26;;;
" Magallanes y  La Antártica Chilena";12201;03/02/2021;36;;;
" Magallanes y  La Antártica Chilena";12301;03/02/2021;163;;;
" Magallanes y  La Antártica Chilena";12303;03/02/2021;17;;;
" Magallanes y  La Antártica Chilena";12401;03/02/2021;480;;;
" Magallanes y  La Antártica Chilena";12402;03/02/2021;50;;;
Metropolitana  Santiago;13101;03/02/2021;3834;;;
Metropolitana  Santiago;13102;03/02/2021;614;;;
Metropolitana  Santiago;13103;03/02/2021;662;;;
Metropolitana  Santiago;13104;03/02/2021;813;;;
Metropolitana  Santiago;13105;03/02/2021;845;;;
Metropolitana  Santiago;13106;03/02/2021;1975;;;
Metropolitana  Santiago;13107;03/02/2021;792;;;
Metropolitana  Santiago;13108;03/02/2021;2193;;;
Metropolitana  Santiago;13109;03/02/2021;464;;;
Metropolitana  Santiago;13110;03/02/2021;3793;;;
Metropolitana  Santiago;13111;03/02/2021;930;;;
Metropolitana  Santiago;13112;03/02/2021;941;;;
Metropolitana  Santiago;13113;03/02/2021;1238;;;
Metropolitana  Santiago;13114;03/02/2021;3865;;;
Metropolitana  Santiago;13115;03/02/2021;1042;;;
Metropolitana  Santiago;13116;03/02/2021;563;;;
Metropolitana  Santiago;13117;03/02/2021;622;;;
Metropolitana  Santiago;13118;03/02/2021;1129;;;
Metropolitana  Santiago;13119;03/02/2021;2473;;;
Metropolitana  Santiago;13120;03/02/2021;1991;;;
Metropolitana  Santiago;13121;03/02/2021;945;;;
Metropolitana  Santiago;13122;03/02/2021;2174;;;
Metropolitana  Santiago;13123;03/02/2021;5193;;;
Metropolitana  Santiago;13124;03/02/2021;1105;;;
Metropolitana  Santiago;13125;03/02/2021;548;;;
Metropolitana  Santiago;13126;03/02/2021;1460;;;
Metropolitana  Santiago;13127;03/02/2021;1413;;;
Metropolitana  Santiago;13128;03/02/2021;728;;;
Metropolitana  Santiago;13129;03/02/2021;778;;;
Metropolitana  Santiago;13130;03/02/2021;1146;;;
Metropolitana  Santiago;13131;03/02/2021;1018;;;
Metropolitana  Santiago;13132;03/02/2021;2167;;;
Metropolitana  Santiago;13201;03/02/2021;3462;;;
Metropolitana  Santiago;13202;03/02/2021;197;;;
Metropolitana  Santiago;13203;03/02/2021;242;;;
Metropolitana  Santiago;13301;03/02/2021;575;;;
Metropolitana  Santiago;13302;03/02/2021;365;;;
Metropolitana  Santiago;13303;03/02/2021;85;;;
Metropolitana  Santiago;13401;03/02/2021;1597;;;
Metropolitana  Santiago;13402;03/02/2021;615;;;
Metropolitana  Santiago;13403;03/02/2021;142;;;
Metropolitana  Santiago;13404;03/02/2021;444;;;
Metropolitana  Santiago;13501;03/02/2021;734;;;
Metropolitana  Santiago;13502;03/02/2021;20;;;
Metropolitana  Santiago;13503;03/02/2021;216;;;
Metropolitana  Santiago;13504;03/02/2021;97;;;
Metropolitana  Santiago;13505;03/02/2021;37;;;
Metropolitana  Santiago;13601;03/02/2021;511;;;
Metropolitana  Santiago;13602;03/02/2021;98;;;
Metropolitana  Santiago;13603;03/02/2021;209;;;
Metropolitana  Santiago;13604;03/02/2021;290;;;
Metropolitana  Santiago;13605;03/02/2021;414;;;
" Los Ríos";14101;03/02/2021;2565;;;
" Los Ríos";14102;03/02/2021;70;;;
" Los Ríos";14103;03/02/2021;206;;;
" Los Ríos";14104;03/02/2021;161;;;
" Los Ríos";14105;03/02/2021;64;;;
" Los Ríos";14106;03/02/2021;249;;;
" Los Ríos";14107;03/02/2021;270;;;
" Los Ríos";14108;03/02/2021;340;;;
" Los Ríos";14201;03/02/2021;269;;;
" Los Ríos";14202;03/02/2021;284;;;
" Los Ríos";14203;03/02/2021;10;;;
" Los Ríos";14204;03/02/2021;252;;;
" Arica y Parinacota";15101;03/02/2021;1440;;;
" Arica y Parinacota";15201;03/02/2021;3;;;
" Ñuble";16101;03/02/2021;2246;;;
" Ñuble";16102;03/02/2021;334;;;
" Ñuble";16103;03/02/2021;168;;;
" Ñuble";16104;03/02/2021;41;;;
" Ñuble";16105;03/02/2021;100;;;
" Ñuble";16106;03/02/2021;126;;;
" Ñuble";16107;03/02/2021;281;;;
" Ñuble";16108;03/02/2021;148;;;
" Ñuble";16109;03/02/2021;426;;;
" Ñuble";16201;03/02/2021;120;;;
" Ñuble";16202;03/02/2021;127;;;
" Ñuble";16203;03/02/2021;192;;;
" Ñuble";16204;03/02/2021;58;;;
" Ñuble";16205;03/02/2021;82;;;
" Ñuble";16206;03/02/2021;108;;;
" Ñuble";16207;03/02/2021;60;;;
" Ñuble";16301;03/02/2021;440;;;
" Ñuble";16302;03/02/2021;155;;;
" Ñuble";16303;03/02/2021;192;;;
" Ñuble";16304;03/02/2021;50;;;
" Ñuble";16305;03/02/2021;198;;;
" Tarapacá";1101;04/02/2021;1642;;;
" Tarapacá";1107;04/02/2021;254;;;
" Tarapacá";1401;04/02/2021;29;;;
" Tarapacá";1402;04/02/2021;22;;;
" Tarapacá";1403;04/02/2021;4;;;
" Tarapacá";1404;04/02/2021;9;;;
" Tarapacá";1405;04/02/2021;56;;;
" Antofagasta";2101;04/02/2021;2576;;;
" Antofagasta";2102;04/02/2021;25;;;
" Antofagasta";2104;04/02/2021;54;;;
" Antofagasta";2201;04/02/2021;662;;;
" Antofagasta";2203;04/02/2021;41;;;
" Antofagasta";2301;04/02/2021;93;;;
" Antofagasta";2302;04/02/2021;26;;;
" Atacama";3101;04/02/2021;3294;;;
" Atacama";3102;04/02/2021;433;;;
" Atacama";3103;04/02/2021;284;;;
" Atacama";3201;04/02/2021;234;;;
" Atacama";3202;04/02/2021;166;;;
" Atacama";3301;04/02/2021;1060;;;
" Atacama";3302;04/02/2021;48;;;
" Atacama";3303;04/02/2021;102;;;
" Atacama";3304;04/02/2021;206;;;
" Coquimbo";4101;04/02/2021;1487;;;
" Coquimbo";4102;04/02/2021;988;;;
" Coquimbo";4103;04/02/2021;145;;;
" Coquimbo";4104;04/02/2021;20;;;
" Coquimbo";4105;04/02/2021;35;;;
" Coquimbo";4106;04/02/2021;258;;;
" Coquimbo";4201;04/02/2021;148;;;
" Coquimbo";4202;04/02/2021;31;;;
" Coquimbo";4203;04/02/2021;272;;;
" Coquimbo";4204;04/02/2021;164;;;
" Coquimbo";4301;04/02/2021;948;;;
" Coquimbo";4302;04/02/2021;190;;;
" Coquimbo";4303;04/02/2021;102;;;
" Coquimbo";4304;04/02/2021;46;;;
" Coquimbo";4305;04/02/2021;20;;;
" Valparaíso";5101;04/02/2021;2372;133;;
" Valparaíso";5102;04/02/2021;397;;;
" Valparaíso";5103;04/02/2021;627;;;
" Valparaíso";5105;04/02/2021;318;;;
" Valparaíso";5107;04/02/2021;327;;;
" Valparaíso";5109;04/02/2021;3168;385;;
" Valparaíso";5301;04/02/2021;611;118;;
" Valparaíso";5302;04/02/2021;60;;;
" Valparaíso";5303;04/02/2021;61;;;
" Valparaíso";5304;04/02/2021;50;;;
" Valparaíso";5401;04/02/2021;514;;;
" Valparaíso";5402;04/02/2021;196;;;
" Valparaíso";5403;04/02/2021;277;;;
" Valparaíso";5404;04/02/2021;82;;;
" Valparaíso";5405;04/02/2021;322;;;
" Valparaíso";5501;04/02/2021;1094;;;
" Valparaíso";5502;04/02/2021;456;;;
" Valparaíso";5503;04/02/2021;213;;;
" Valparaíso";5504;04/02/2021;75;;;
" Valparaíso";5506;04/02/2021;80;;;
" Valparaíso";5601;04/02/2021;872;133;;
" Valparaíso";5602;04/02/2021;185;;;
" Valparaíso";5603;04/02/2021;172;;;
" Valparaíso";5604;04/02/2021;268;;;
" Valparaíso";5605;04/02/2021;315;;;
" Valparaíso";5606;04/02/2021;125;;;
" Valparaíso";5701;04/02/2021;856;;;
" Valparaíso";5702;04/02/2021;63;;;
" Valparaíso";5703;04/02/2021;252;;;
" Valparaíso";5704;04/02/2021;44;;;
" Valparaíso";5705;04/02/2021;362;;;
" Valparaíso";5706;04/02/2021;80;;;
" Valparaíso";5801;04/02/2021;1895;68;;
" Valparaíso";5802;04/02/2021;356;;;
" Valparaíso";5803;04/02/2021;128;;;
" Valparaíso";5804;04/02/2021;726;;;
Libertador B. O'Higgins;6101;04/02/2021;2480;;;
Libertador B. O'Higgins;6102;04/02/2021;87;;;
Libertador B. O'Higgins;6103;04/02/2021;62;;;
Libertador B. O'Higgins;6104;04/02/2021;110;;;
Libertador B. O'Higgins;6105;04/02/2021;185;;;
Libertador B. O'Higgins;6106;04/02/2021;98;;;
Libertador B. O'Higgins;6107;04/02/2021;149;;;
Libertador B. O'Higgins;6108;04/02/2021;147;;;
Libertador B. O'Higgins;6109;04/02/2021;365;;;
Libertador B. O'Higgins;6110;04/02/2021;145;;;
Libertador B. O'Higgins;6111;04/02/2021;102;;;
Libertador B. O'Higgins;6112;04/02/2021;297;;;
Libertador B. O'Higgins;6113;04/02/2021;139;;;
Libertador B. O'Higgins;6114;04/02/2021;251;;;
Libertador B. O'Higgins;6115;04/02/2021;981;;;
Libertador B. O'Higgins;6116;04/02/2021;281;;;
Libertador B. O'Higgins;6117;04/02/2021;256;;;
Libertador B. O'Higgins;6201;04/02/2021;123;;;
Libertador B. O'Higgins;6202;04/02/2021;64;;;
Libertador B. O'Higgins;6203;04/02/2021;135;;;
Libertador B. O'Higgins;6204;04/02/2021;101;;;
Libertador B. O'Higgins;6205;04/02/2021;164;;;
Libertador B. O'Higgins;6206;04/02/2021;67;;;
Libertador B. O'Higgins;6301;04/02/2021;646;;;
Libertador B. O'Higgins;6302;04/02/2021;423;;;
Libertador B. O'Higgins;6303;04/02/2021;220;;;
Libertador B. O'Higgins;6304;04/02/2021;86;;;
Libertador B. O'Higgins;6305;04/02/2021;204;;;
Libertador B. O'Higgins;6306;04/02/2021;190;;;
Libertador B. O'Higgins;6307;04/02/2021;118;;;
Libertador B. O'Higgins;6308;04/02/2021;54;;;
Libertador B. O'Higgins;6309;04/02/2021;87;;;
Libertador B. O'Higgins;6310;04/02/2021;546;;;
Maule;7101;04/02/2021;4440;;;
Maule;7102;04/02/2021;413;;;
Maule;7103;04/02/2021;147;;;
Maule;7104;04/02/2021;37;;;
Maule;7105;04/02/2021;157;;;
Maule;7106;04/02/2021;93;;;
Maule;7107;04/02/2021;71;;;
Maule;7108;04/02/2021;47;;;
Maule;7109;04/02/2021;292;;;
Maule;7110;04/02/2021;96;;;
Maule;7201;04/02/2021;688;;;
Maule;7202;04/02/2021;78;;;
Maule;7203;04/02/2021;194;;;
Maule;7301;04/02/2021;1560;;;
Maule;7302;04/02/2021;109;;;
Maule;7303;04/02/2021;140;;;
Maule;7304;04/02/2021;425;;;
Maule;7305;04/02/2021;261;;;
Maule;7306;04/02/2021;91;;;
Maule;7307;04/02/2021;111;;;
Maule;7308;04/02/2021;326;;;
Maule;7309;04/02/2021;240;;;
Maule;7401;04/02/2021;692;;;
Maule;7402;04/02/2021;299;;;
Maule;7403;04/02/2021;82;;;
Maule;7404;04/02/2021;397;;;
Maule;7405;04/02/2021;98;;;
Maule;7406;04/02/2021;445;;;
Maule;7407;04/02/2021;148;;;
Maule;7408;04/02/2021;129;;;
Bíobío;8101;04/02/2021;5211;;;
Bíobío;8102;04/02/2021;812;;;
Bíobío;8103;04/02/2021;999;;;
Bíobío;8104;04/02/2021;148;;;
Bíobío;8105;04/02/2021;194;;;
Bíobío;8106;04/02/2021;447;;;
Bíobío;8107;04/02/2021;572;;;
Bíobío;8108;04/02/2021;730;;;
Bíobío;8109;04/02/2021;121;;;
Bíobío;8110;04/02/2021;2167;;;
Bíobío;8111;04/02/2021;639;;;
Bíobío;8112;04/02/2021;813;;;
Bíobío;8201;04/02/2021;238;;;
Bíobío;8202;04/02/2021;400;;;
Bíobío;8203;04/02/2021;353;;;
Bíobío;8204;04/02/2021;83;;;
Bíobío;8205;04/02/2021;451;;;
Bíobío;8206;04/02/2021;160;;;
Bíobío;8207;04/02/2021;126;;;
Bíobío;8301;04/02/2021;1956;;;
Bíobío;8302;04/02/2021;39;;;
Bíobío;8303;04/02/2021;231;;;
Bíobío;8304;04/02/2021;145;;;
Bíobío;8305;04/02/2021;184;;;
Bíobío;8306;04/02/2021;175;;;
Bíobío;8307;04/02/2021;118;;;
Bíobío;8308;04/02/2021;57;;;
Bíobío;8309;04/02/2021;121;;;
Bíobío;8310;04/02/2021;104;;;
Bíobío;8311;04/02/2021;180;;;
Bíobío;8312;04/02/2021;288;;;
Bíobío;8313;04/02/2021;234;;;
Bíobío;8314;04/02/2021;19;;;
" La Araucanía";9101;04/02/2021;2565;;;
" La Araucanía";9102;04/02/2021;116;;;
" La Araucanía";9103;04/02/2021;193;;;
" La Araucanía";9104;04/02/2021;71;;;
" La Araucanía";9105;04/02/2021;69;;;
" La Araucanía";9106;04/02/2021;210;;;
" La Araucanía";9107;04/02/2021;79;;;
" La Araucanía";9108;04/02/2021;351;;;
" La Araucanía";9109;04/02/2021;116;;;
" La Araucanía";9110;04/02/2021;32;;;
" La Araucanía";9111;04/02/2021;431;;;
" La Araucanía";9112;04/02/2021;283;;;
" La Araucanía";9113;04/02/2021;146;;;
" La Araucanía";9114;04/02/2021;653;;;
" La Araucanía";9115;04/02/2021;368;;;
" La Araucanía";9116;04/02/2021;214;;;
" La Araucanía";9117;04/02/2021;130;;;
" La Araucanía";9118;04/02/2021;123;;;
" La Araucanía";9119;04/02/2021;140;;;
" La Araucanía";9120;04/02/2021;688;;;
" La Araucanía";9121;04/02/2021;75;;;
" La Araucanía";9201;04/02/2021;830;;;
" La Araucanía";9202;04/02/2021;95;;;
" La Araucanía";9203;04/02/2021;153;;;
" La Araucanía";9204;04/02/2021;63;;;
" La Araucanía";9205;04/02/2021;56;;;
" La Araucanía";9206;04/02/2021;39;;;
" La Araucanía";9207;04/02/2021;53;;;
" La Araucanía";9208;04/02/2021;69;;;
" La Araucanía";9209;04/02/2021;58;;;
" La Araucanía";9210;04/02/2021;187;;;
" La Araucanía";9211;04/02/2021;455;;;
" Los Lagos";10101;04/02/2021;2831;;;
" Los Lagos";10102;04/02/2021;239;;;
" Los Lagos";10103;04/02/2021;45;;;
" Los Lagos";10104;04/02/2021;58;;;
" Los Lagos";10105;04/02/2021;287;;;
" Los Lagos";10106;04/02/2021;70;;;
" Los Lagos";10107;04/02/2021;334;;;
" Los Lagos";10108;04/02/2021;67;;;
" Los Lagos";10109;04/02/2021;366;;;
" Los Lagos";10201;04/02/2021;490;;;
" Los Lagos";10202;04/02/2021;380;;;
" Los Lagos";10203;04/02/2021;67;;;
" Los Lagos";10204;04/02/2021;38;;;
" Los Lagos";10205;04/02/2021;214;;;
" Los Lagos";10206;04/02/2021;31;;;
" Los Lagos";10207;04/02/2021;75;;;
" Los Lagos";10208;04/02/2021;167;;;
" Los Lagos";10209;04/02/2021;72;;;
" Los Lagos";10210;04/02/2021;136;;;
" Los Lagos";10301;04/02/2021;1975;;;
" Los Lagos";10302;04/02/2021;17;;;
" Los Lagos";10303;04/02/2021;128;;;
" Los Lagos";10304;04/02/2021;38;;;
" Los Lagos";10305;04/02/2021;173;;;
" Los Lagos";10306;04/02/2021;56;;;
" Los Lagos";10307;04/02/2021;83;;;
" Los Lagos";10401;04/02/2021;32;;;
" Los Lagos";10402;04/02/2021;5;;;
" Los Lagos";10403;04/02/2021;46;;;
" Los Lagos";10404;04/02/2021;25;;;
" Aisén Gral. C. Ibáñez Campo";11101;04/02/2021;594;;;
" Aisén Gral. C. Ibáñez Campo";11102;04/02/2021;42;;;
" Aisén Gral. C. Ibáñez Campo";11201;04/02/2021;300;;;
" Aisén Gral. C. Ibáñez Campo";11202;04/02/2021;112;;;
" Aisén Gral. C. Ibáñez Campo";11203;04/02/2021;25;;;
" Aisén Gral. C. Ibáñez Campo";11301;04/02/2021;77;;;
" Aisén Gral. C. Ibáñez Campo";11401;04/02/2021;112;;;
" Aisén Gral. C. Ibáñez Campo";11402;04/02/2021;106;;;
" Magallanes y  La Antártica Chilena";12101;04/02/2021;2336;;;
" Magallanes y  La Antártica Chilena";12102;04/02/2021;32;;;
" Magallanes y  La Antártica Chilena";12103;04/02/2021;13;;;
" Magallanes y  La Antártica Chilena";12104;04/02/2021;56;;;
" Magallanes y  La Antártica Chilena";12201;04/02/2021;52;;;
" Magallanes y  La Antártica Chilena";12301;04/02/2021;156;;;
" Magallanes y  La Antártica Chilena";12303;04/02/2021;11;;;
" Magallanes y  La Antártica Chilena";12401;04/02/2021;452;;;
Metropolitana  Santiago;13101;04/02/2021;4166;;;
Metropolitana  Santiago;13102;04/02/2021;370;;;
Metropolitana  Santiago;13103;04/02/2021;638;;;
Metropolitana  Santiago;13104;04/02/2021;925;;;
Metropolitana  Santiago;13105;04/02/2021;700;;;
Metropolitana  Santiago;13106;04/02/2021;1933;145;;
Metropolitana  Santiago;13107;04/02/2021;777;;;
Metropolitana  Santiago;13108;04/02/2021;2380;61;;
Metropolitana  Santiago;13109;04/02/2021;501;;;
Metropolitana  Santiago;13110;04/02/2021;3181;90;;
Metropolitana  Santiago;13111;04/02/2021;991;;;
Metropolitana  Santiago;13112;04/02/2021;1149;;;
Metropolitana  Santiago;13113;04/02/2021;1579;;;
Metropolitana  Santiago;13114;04/02/2021;5217;348;;
Metropolitana  Santiago;13115;04/02/2021;1471;;;
